gesture,frame,joint,x,y,person_idx,video_idx
ASL_letter_H,0,hand_position,0.0,0.0,47981,0
ASL_letter_H,1,hand_position,0.0,0.0,47981,0
ASL_letter_H,2,hand_position,0.0,0.0,47981,0
ASL_letter_H,3,hand_position,0.0,0.0,47981,0
ASL_letter_H,4,hand_position,0.0,0.0,47981,0
ASL_letter_H,5,hand_position,0.0,0.0,47981,0
ASL_letter_H,6,hand_position,0.0,0.0,47981,0
ASL_letter_H,7,hand_position,0.0,0.0,47981,0
ASL_letter_H,8,hand_position,0.0,0.0,47981,0
ASL_letter_H,9,hand_position,0.0,0.0,47981,0
ASL_letter_H,10,hand_position,0.0,0.0,47981,0
ASL_letter_H,11,hand_position,0.0,0.0,47981,0
ASL_letter_H,12,hand_position,0.0,0.0,47981,0
ASL_letter_H,13,hand_position,0.0,0.0,47981,0
ASL_letter_H,14,hand_position,0.0,0.0,47981,0
ASL_letter_H,15,hand_position,0.0,0.0,47981,0
ASL_letter_H,16,hand_position,0.0,0.0,47981,0
ASL_letter_H,17,hand_position,0.0,0.0,47981,0
ASL_letter_H,18,hand_position,0.0,0.0,47981,0
ASL_letter_H,19,hand_position,0.0,0.0,47981,0
ASL_letter_H,20,hand_position,0.0,0.0,47981,0
ASL_letter_H,21,hand_position,0.0,0.0,47981,0
ASL_letter_H,22,hand_position,0.0,0.0,47981,0
ASL_letter_H,23,hand_position,0.0,0.0,47981,0
ASL_letter_H,24,hand_position,0.0,0.0,47981,0
ASL_letter_H,25,hand_position,0.0,0.0,47981,0
ASL_letter_H,26,hand_position,0.0,0.0,47981,0
ASL_letter_H,27,hand_position,0.0,0.0,47981,0
ASL_letter_H,28,hand_position,0.0,0.0,47981,0
ASL_letter_H,29,hand_position,0.0,0.0,47981,0
ASL_letter_H,30,hand_position,0.0,0.0,47981,0
ASL_letter_H,31,hand_position,0.0,0.0,47981,0
ASL_letter_H,32,hand_position,0.0,0.0,47981,0
ASL_letter_H,33,hand_position,0.0,0.0,47981,0
ASL_letter_H,34,hand_position,0.0,0.0,47981,0
ASL_letter_H,35,hand_position,0.0,0.0,47981,0
ASL_letter_H,36,hand_position,0.0,0.0,47981,0
ASL_letter_H,37,hand_position,0.0,0.0,47981,0
ASL_letter_H,38,hand_position,0.0,0.0,47981,0
ASL_letter_H,39,hand_position,0.0,0.0,47981,0
ASL_letter_H,40,hand_position,0.0,0.0,47981,0
ASL_letter_H,41,hand_position,0.0,0.0,47981,0
ASL_letter_H,42,hand_position,0.0,0.0,47981,0
ASL_letter_H,43,hand_position,0.0,0.0,47981,0
ASL_letter_H,44,hand_position,0.0,0.0,47981,0
ASL_letter_H,45,hand_position,0.0,0.0,47981,0
ASL_letter_H,46,hand_position,0.0,0.0,47981,0
ASL_letter_H,47,hand_position,0.0,0.0,47981,0
ASL_letter_H,48,hand_position,0.0,0.0,47981,0
ASL_letter_H,49,hand_position,0.0,0.0,47981,0
ASL_letter_H,50,hand_position,0.0,0.0,47981,0
ASL_letter_H,51,hand_position,0.0,0.0,47981,0
ASL_letter_H,52,hand_position,0.0,0.0,47981,0
ASL_letter_H,53,hand_position,0.0,0.0,47981,0
ASL_letter_H,54,hand_position,0.0,0.0,47981,0
ASL_letter_H,55,hand_position,0.0,0.0,47981,0
ASL_letter_H,56,hand_position,0.0,0.0,47981,0
ASL_letter_H,57,hand_position,0.0,0.0,47981,0
ASL_letter_H,58,hand_position,0.0,0.0,47981,0
ASL_letter_H,59,hand_position,0.0,0.0,47981,0
ASL_letter_H,60,hand_position,0.0,0.0,47981,0
ASL_letter_H,61,hand_position,0.0,0.0,47981,0
ASL_letter_H,62,hand_position,0.0,0.0,47981,0
ASL_letter_H,63,hand_position,0.0,0.0,47981,0
ASL_letter_H,64,hand_position,0.0,0.0,47981,0
ASL_letter_H,65,hand_position,0.0,0.0,47981,0
ASL_letter_H,66,hand_position,0.0,0.0,47981,0
ASL_letter_H,67,hand_position,0.0,0.0,47981,0
ASL_letter_H,68,hand_position,0.0,0.0,47981,0
ASL_letter_H,69,hand_position,0.0,0.0,47981,0
ASL_letter_H,70,hand_position,0.0,0.0,47981,0
ASL_letter_H,71,hand_position,0.0,0.0,47981,0
ASL_letter_H,72,hand_position,0.0,0.0,47981,0
ASL_letter_H,73,hand_position,0.0,0.0,47981,0
ASL_letter_H,74,hand_position,0.0,0.0,47981,0
ASL_letter_H,75,hand_position,0.0,0.0,47981,0
ASL_letter_H,76,hand_position,0.0,0.0,47981,0
ASL_letter_H,77,hand_position,0.0,0.0,47981,0
ASL_letter_H,78,hand_position,0.0,0.0,47981,0
ASL_letter_H,79,hand_position,0.0,0.0,47981,0
ASL_letter_H,80,hand_position,0.0,0.0,47981,0
ASL_letter_H,81,hand_position,0.0,0.0,47981,0
ASL_letter_H,82,hand_position,0.0,0.0,47981,0
ASL_letter_H,83,hand_position,0.0,0.0,47981,0
ASL_letter_H,84,hand_position,0.0,0.0,47981,0
ASL_letter_H,85,hand_position,0.0,0.0,47981,0
ASL_letter_H,86,hand_position,0.0,0.0,47981,0
ASL_letter_H,87,hand_position,0.0,0.0,47981,0
ASL_letter_H,88,hand_position,0.0,0.0,47981,0
ASL_letter_H,89,hand_position,0.0,0.0,47981,0
ASL_letter_H,90,hand_position,0.0,0.0,47981,0
ASL_letter_H,91,hand_position,0.0,0.0,47981,0
ASL_letter_H,92,hand_position,0.0,0.0,47981,0
ASL_letter_H,93,hand_position,0.0,0.0,47981,0
ASL_letter_H,94,hand_position,0.0,0.0,47981,0
ASL_letter_H,95,hand_position,0.0,0.0,47981,0
ASL_letter_H,96,hand_position,0.0,0.0,47981,0
ASL_letter_H,97,hand_position,0.0,0.0,47981,0
ASL_letter_H,98,hand_position,0.0,0.0,47981,0
ASL_letter_H,99,hand_position,0.0,0.0,47981,0
ASL_letter_H,100,hand_position,0.0,0.0,47981,0
ASL_letter_H,101,hand_position,0.0,0.0,47981,0
ASL_letter_H,102,hand_position,0.0,0.0,47981,0
ASL_letter_H,103,hand_position,0.0,0.0,47981,0
ASL_letter_H,104,hand_position,0.0,0.0,47981,0
ASL_letter_H,105,hand_position,0.0,0.0,47981,0
ASL_letter_H,106,hand_position,0.0,0.0,47981,0
ASL_letter_H,107,hand_position,0.0,0.0,47981,0
ASL_letter_H,108,hand_position,0.0,0.0,47981,0
ASL_letter_H,109,hand_position,0.0,0.0,47981,0
ASL_letter_H,110,hand_position,0.0,0.0,47981,0
ASL_letter_H,111,hand_position,0.0,0.0,47981,0
ASL_letter_H,112,hand_position,0.0,0.0,47981,0
ASL_letter_H,113,hand_position,0.0,0.0,47981,0
ASL_letter_H,114,hand_position,0.0,0.0,47981,0
ASL_letter_H,115,hand_position,0.0,0.0,47981,0
ASL_letter_H,116,hand_position,0.0,0.0,47981,0
ASL_letter_H,117,hand_position,0.0,0.0,47981,0
ASL_letter_H,118,hand_position,0.0,0.0,47981,0
ASL_letter_H,119,hand_position,0.0,0.0,47981,0
ASL_letter_H,120,hand_position,0.0,0.0,47981,0
ASL_letter_H,121,hand_position,0.0,0.0,47981,0
ASL_letter_H,122,hand_position,0.0,0.0,47981,0
ASL_letter_H,123,hand_position,0.0,0.0,47981,0
ASL_letter_H,124,hand_position,0.0,0.0,47981,0
ASL_letter_H,125,hand_position,0.0,0.0,47981,0
ASL_letter_H,126,hand_position,0.0,0.0,47981,0
ASL_letter_H,127,hand_position,0.0,0.0,47981,0
ASL_letter_H,128,hand_position,0.0,0.0,47981,0
ASL_letter_H,129,hand_position,0.0,0.0,47981,0
ASL_letter_H,130,hand_position,0.0,0.0,47981,0
ASL_letter_H,131,hand_position,0.0,0.0,47981,0
ASL_letter_H,132,hand_position,0.0,0.0,47981,0
ASL_letter_H,133,hand_position,0.0,0.0,47981,0
ASL_letter_H,134,hand_position,0.0,0.0,47981,0
ASL_letter_H,135,hand_position,0.0,0.0,47981,0
ASL_letter_H,136,hand_position,0.0,0.0,47981,0
ASL_letter_H,137,hand_position,0.0,0.0,47981,0
ASL_letter_H,138,hand_position,0.0,0.0,47981,0
ASL_letter_H,139,hand_position,0.0,0.0,47981,0
ASL_letter_H,140,hand_position,0.0,0.0,47981,0
ASL_letter_H,141,hand_position,0.0,0.0,47981,0
ASL_letter_H,142,hand_position,0.0,0.0,47981,0
ASL_letter_H,143,hand_position,0.0,0.0,47981,0
ASL_letter_H,144,hand_position,0.0,0.0,47981,0
ASL_letter_H,145,hand_position,0.0,0.0,47981,0
ASL_letter_H,146,hand_position,0.0,0.0,47981,0
ASL_letter_H,147,hand_position,0.0,0.0,47981,0
ASL_letter_H,148,hand_position,0.0,0.0,47981,0
ASL_letter_H,149,hand_position,0.0,0.0,47981,0
ASL_letter_H,150,hand_position,0.0,0.0,47981,0
ASL_letter_H,151,hand_position,0.0,0.0,47981,0
ASL_letter_H,152,hand_position,0.0,0.0,47981,0
ASL_letter_H,153,hand_position,0.0,0.0,47981,0
ASL_letter_H,154,hand_position,0.0,0.0,47981,0
ASL_letter_H,155,hand_position,0.0,0.0,47981,0
ASL_letter_H,156,hand_position,0.0,0.0,47981,0
ASL_letter_H,157,hand_position,0.0,0.0,47981,0
ASL_letter_H,158,hand_position,0.0,0.0,47981,0
ASL_letter_H,159,hand_position,0.0,0.0,47981,0
ASL_letter_H,160,hand_position,0.0,0.0,47981,0
ASL_letter_H,161,hand_position,0.0,0.0,47981,0
ASL_letter_H,162,hand_position,0.0,0.0,47981,0
ASL_letter_H,163,hand_position,0.0,0.0,47981,0
ASL_letter_H,164,hand_position,0.0,0.0,47981,0
ASL_letter_H,165,hand_position,0.0,0.0,47981,0
ASL_letter_H,166,hand_position,0.0,0.0,47981,0
ASL_letter_H,167,hand_position,0.0,0.0,47981,0
ASL_letter_H,168,hand_position,0.0,0.0,47981,0
ASL_letter_H,169,hand_position,0.0,0.0,47981,0
ASL_letter_H,170,hand_position,0.0,0.0,47981,0
ASL_letter_H,171,hand_position,0.0,0.0,47981,0
ASL_letter_H,172,hand_position,0.0,0.0,47981,0
ASL_letter_H,173,hand_position,0.0,0.0,47981,0
ASL_letter_H,174,hand_position,0.0,0.0,47981,0
ASL_letter_H,175,hand_position,0.0,0.0,47981,0
ASL_letter_H,176,hand_position,0.0,0.0,47981,0
ASL_letter_H,177,hand_position,0.0,0.0,47981,0
ASL_letter_H,178,hand_position,0.0,0.0,47981,0
ASL_letter_H,179,hand_position,0.0,0.0,47981,0
ASL_letter_H,180,hand_position,0.0,0.0,47981,0
ASL_letter_H,181,hand_position,0.0,0.0,47981,0
ASL_letter_H,182,hand_position,0.0,0.0,47981,0
ASL_letter_H,183,hand_position,0.0,0.0,47981,0
ASL_letter_H,184,hand_position,0.0,0.0,47981,0
ASL_letter_H,185,hand_position,0.0,0.0,47981,0
ASL_letter_H,186,hand_position,0.0,0.0,47981,0
ASL_letter_H,187,hand_position,0.0,0.0,47981,0
ASL_letter_H,188,hand_position,0.0,0.0,47981,0
ASL_letter_H,189,hand_position,0.0,0.0,47981,0
ASL_letter_H,190,hand_position,0.0,0.0,47981,0
ASL_letter_H,191,hand_position,0.0,0.0,47981,0
ASL_letter_H,192,hand_position,0.0,0.0,47981,0
ASL_letter_H,193,hand_position,0.0,0.0,47981,0
ASL_letter_H,194,hand_position,0.0,0.0,47981,0
ASL_letter_H,195,hand_position,0.0,0.0,47981,0
ASL_letter_H,196,hand_position,0.0,0.0,47981,0
ASL_letter_H,197,hand_position,0.0,0.0,47981,0
ASL_letter_H,198,hand_position,0.0,0.0,47981,0
ASL_letter_H,199,hand_position,0.0,0.0,47981,0
ASL_letter_H,200,hand_position,0.0,0.0,47981,0
ASL_letter_H,201,hand_position,0.0,0.0,47981,0
ASL_letter_H,202,hand_position,0.0,0.0,47981,0
ASL_letter_H,203,hand_position,0.0,0.0,47981,0
ASL_letter_H,204,hand_position,0.0,0.0,47981,0
ASL_letter_H,205,hand_position,0.0,0.0,47981,0
ASL_letter_H,206,hand_position,0.0,0.0,47981,0
ASL_letter_H,207,hand_position,0.0,0.0,47981,0
ASL_letter_H,208,hand_position,0.0,0.0,47981,0
ASL_letter_H,209,hand_position,0.0,0.0,47981,0
ASL_letter_H,210,hand_position,0.0,0.0,47981,0
ASL_letter_H,211,hand_position,0.0,0.0,47981,0
ASL_letter_H,212,hand_position,0.0,0.0,47981,0
ASL_letter_H,213,hand_position,0.0,0.0,47981,0
ASL_letter_H,214,hand_position,0.0,0.0,47981,0
ASL_letter_H,215,hand_position,0.0,0.0,47981,0
ASL_letter_H,216,hand_position,0.0,0.0,47981,0
ASL_letter_H,217,hand_position,0.0,0.0,47981,0
ASL_letter_H,218,hand_position,0.0,0.0,47981,0
ASL_letter_H,219,hand_position,0.0,0.0,47981,0
ASL_letter_H,220,hand_position,0.0,0.0,47981,0
ASL_letter_H,221,hand_position,0.0,0.0,47981,0
ASL_letter_H,222,hand_position,0.0,0.0,47981,0
ASL_letter_H,223,hand_position,0.0,0.0,47981,0
ASL_letter_H,224,hand_position,0.0,0.0,47981,0
ASL_letter_H,225,hand_position,0.0,0.0,47981,0
ASL_letter_H,226,hand_position,0.0,0.0,47981,0
ASL_letter_H,227,hand_position,0.0,0.0,47981,0
ASL_letter_H,228,hand_position,0.0,0.0,47981,0
ASL_letter_H,229,hand_position,0.0,0.0,47981,0
ASL_letter_H,230,hand_position,0.0,0.0,47981,0
ASL_letter_H,231,hand_position,0.0,0.0,47981,0
ASL_letter_H,232,hand_position,0.0,0.0,47981,0
ASL_letter_H,233,hand_position,0.0,0.0,47981,0
ASL_letter_H,234,hand_position,0.0,0.0,47981,0
ASL_letter_H,235,hand_position,0.0,0.0,47981,0
ASL_letter_H,236,hand_position,0.0,0.0,47981,0
ASL_letter_H,237,hand_position,0.0,0.0,47981,0
ASL_letter_H,238,hand_position,0.0,0.0,47981,0
ASL_letter_H,239,hand_position,0.0,0.0,47981,0
ASL_letter_H,240,hand_position,0.0,0.0,47981,0
ASL_letter_H,241,hand_position,0.0,0.0,47981,0
ASL_letter_H,242,hand_position,0.0,0.0,47981,0
ASL_letter_H,243,hand_position,0.0,0.0,47981,0
ASL_letter_H,244,hand_position,0.0,0.0,47981,0
ASL_letter_H,245,hand_position,0.0,0.0,47981,0
ASL_letter_H,246,hand_position,0.0,0.0,47981,0
ASL_letter_H,247,hand_position,0.0,0.0,47981,0
ASL_letter_H,248,hand_position,0.0,0.0,47981,0
ASL_letter_H,249,hand_position,0.0,0.0,47981,0
ASL_letter_H,250,hand_position,0.0,0.0,47981,0
ASL_letter_H,251,hand_position,0.0,0.0,47981,0
ASL_letter_H,252,hand_position,0.0,0.0,47981,0
ASL_letter_H,253,hand_position,0.0,0.0,47981,0
ASL_letter_H,254,hand_position,0.0,0.0,47981,0
ASL_letter_H,255,hand_position,0.0,0.0,47981,0
ASL_letter_H,256,hand_position,0.0,0.0,47981,0
ASL_letter_H,257,hand_position,0.0,0.0,47981,0
