gesture,frame,joint,x,y,person_idx,video_idx
ASL_letter_W,0,hand_position,0.0,0.0,47981,0
ASL_letter_W,1,hand_position,0.0,0.0,47981,0
ASL_letter_W,2,hand_position,0.0,0.0,47981,0
ASL_letter_W,3,hand_position,0.0,0.0,47981,0
ASL_letter_W,4,hand_position,0.0,0.0,47981,0
ASL_letter_W,5,hand_position,0.0,0.0,47981,0
ASL_letter_W,6,hand_position,0.0,0.0,47981,0
ASL_letter_W,7,hand_position,0.0,0.0,47981,0
ASL_letter_W,8,hand_position,0.0,0.0,47981,0
ASL_letter_W,9,hand_position,0.0,0.0,47981,0
ASL_letter_W,10,hand_position,0.0,0.0,47981,0
ASL_letter_W,11,hand_position,0.0,0.0,47981,0
ASL_letter_W,12,hand_position,0.0,0.0,47981,0
ASL_letter_W,13,hand_position,0.0,0.0,47981,0
ASL_letter_W,14,hand_position,0.0,0.0,47981,0
ASL_letter_W,15,hand_position,0.0,0.0,47981,0
ASL_letter_W,16,hand_position,0.0,0.0,47981,0
ASL_letter_W,17,hand_position,0.0,0.0,47981,0
ASL_letter_W,18,hand_position,0.0,0.0,47981,0
ASL_letter_W,19,hand_position,0.0,0.0,47981,0
ASL_letter_W,20,hand_position,0.0,0.0,47981,0
ASL_letter_W,21,hand_position,0.0,0.0,47981,0
ASL_letter_W,22,hand_position,0.0,0.0,47981,0
ASL_letter_W,23,hand_position,0.0,0.0,47981,0
ASL_letter_W,24,hand_position,0.0,0.0,47981,0
ASL_letter_W,25,hand_position,0.0,0.0,47981,0
ASL_letter_W,26,hand_position,0.0,0.0,47981,0
ASL_letter_W,27,hand_position,0.0,0.0,47981,0
ASL_letter_W,28,hand_position,0.0,0.0,47981,0
ASL_letter_W,29,hand_position,0.0,0.0,47981,0
ASL_letter_W,30,hand_position,0.0,0.0,47981,0
ASL_letter_W,31,hand_position,0.0,0.0,47981,0
ASL_letter_W,32,hand_position,0.0,0.0,47981,0
ASL_letter_W,33,hand_position,0.0,0.0,47981,0
ASL_letter_W,34,hand_position,0.0,0.0,47981,0
ASL_letter_W,35,hand_position,0.0,0.0,47981,0
ASL_letter_W,36,hand_position,0.0,0.0,47981,0
ASL_letter_W,37,hand_position,0.0,0.0,47981,0
